model_id,model,P_vector,model_average_fidelity,model_average_fidelity_gauge
20260213_143415_perturbed_832,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.703573, 0.710122]",0.810441,
20260213_143415_perturbed_833,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.608587, 0.740089]",0.868142,
20260213_143415_perturbed_834,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.185756, 0.320461]",0.780033,
20260213_143415_perturbed_835,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.591965, 0.3771]",0.630926,
20260213_143415_perturbed_836,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.920249, 0.549739]",0.764535,
20260213_143415_perturbed_837,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.851281, 0.6667]",0.858789,
20260213_143415_perturbed_838,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.611669, 0.39849]",0.604119,
20260213_143415_perturbed_839,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.741025, 0.396791]",0.637718,
20260213_143415_perturbed_840,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.16597, 0.385547]",0.727827,
20260213_143415_perturbed_841,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.111563, 0.397265]",0.663571,
20260213_143415_perturbed_842,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.166138, 0.248665]",0.862408,
20260213_143415_perturbed_843,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.391908, 0.310193]",0.920109,
20260213_143415_perturbed_844,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.656345, 0.900879]",0.832,
20260213_143415_perturbed_845,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.12575, 0.494984]",0.682893,
20260213_143415_perturbed_846,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.047653, 0.070918]",0.816502,
20260213_143415_perturbed_847,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.28178, 0.070988]",0.910756,
20260213_143415_perturbed_848,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.138072, 0.46809]",0.656086,
20260213_143415_perturbed_849,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.072226, 0.327973]",0.689685,
20260213_143415_perturbed_850,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.107963, 0.516839]",0.687605,
20260213_143415_perturbed_851,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.283032, 0.65599]",0.62335,
20260213_143415_perturbed_852,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.513406, 0.930515]",0.822187,
20260213_143415_perturbed_853,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.62539, 0.805458]",0.879888,
20260213_143415_perturbed_854,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.284668, 0.144466]",0.791778,
20260213_143415_perturbed_855,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.178472, 0.633904]",0.642672,
20260213_143415_perturbed_856,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.507833, 0.933622]",0.776281,
20260213_143415_perturbed_857,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.690678, 0.889963]",0.870534,
20260213_143415_perturbed_858,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.274097, 0.634621]",0.615865,
20260213_143415_perturbed_859,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.310633, 0.719737]",0.649464,
20260213_143415_perturbed_860,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.916888, 0.072337]",0.630499,
20260213_143415_perturbed_861,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.760381, 0.024801]",0.566244,
20260213_143415_perturbed_862,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.283046, 0.528837]",0.765081,
20260213_143415_perturbed_863,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.191215, 0.73992]",0.822782,
20260213_143415_perturbed_864,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.733213, 0.426459]",0.734672,
20260213_143415_perturbed_865,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.725277, 0.163894]",0.585566,
20260213_143415_perturbed_866,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.512294, 0.174534]",0.719175,
20260213_143415_perturbed_867,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.2972, 0.506513]",0.813428,
20260213_143415_perturbed_868,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.732287, 0.071396]",0.558759,
20260213_143415_perturbed_869,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.731385, 0.020051]",0.592358,
20260213_143415_perturbed_870,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.026767, 0.086494]",0.732299,
20260213_143415_perturbed_871,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.125459, 0.034776]",0.668044,
